geonameid,name,asciiname,alternatenames,latitude,longtitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date
1732040,Aglipay,Aglipay,"Aglipay,Guinalbin,Guinalvin",16.4889,121.645,P,PPLA3,PH,,02,68,025701000,,30714,,114,Asia/Manila,2024-08-27
1732312,Abuyog,Abuyog,"Abuyog,abwyag  lyyt,ابویاگ، لییت",10.747,125.0107,P,PPLA3,PH,,08,37,083701000,,15632,,6,Asia/Manila,2017-12-13
1732354,Abucay,Abucay,Abucay,14.73347,120.53358,P,PPLA3,PH,,03,07,030801000,,35508,,6,Asia/Manila,2017-12-13
1966336,Bagong Pagasa,Bagong Pagasa,"Bagong Pag-asa,Bagong Pagasa,Pag-Asa",14.6627,121.0328,P,PPL,PH,,NCR,137400000,137404000,,29389,,37,Asia/Manila,2025-11-03
1978681,Malingao,Malingao,Malingao,7.16083,124.475,P,PPL,PH,,12,57,124709000,,1121974,,5,Asia/Manila,2017-12-13
7083355,Jose Rizal,Jose Rizal,"Bayan ng Rizal,Jose P. Rizal,Jose Rizal,Rizal",8.87722,117.50415,P,PPL,PH,,41,49,175323000,,59040,,17,Asia/Manila,2025-11-02
7090983,Commonwealth,Commonwealth,Commonwealth,14.6969,121.08006,P,PPL,PH,,NCR,137400000,137404000,,215034,,76,Asia/Manila,2025-12-11
7090987,Bagong Silangan,Bagong Silangan,Bagong Silangan,14.706,121.108,P,PPL,PH,,NCR,137400000,137404000,,106886,,51,Asia/Manila,2023-03-07
7290466,Pasig City,Pasig City,Pasig,14.58691,121.0614,P,PPLA2,PH,,NCR,137400000,137403000,,853050,,63,Asia/Manila,2025-09-24
7391141,Poblacion,Poblacion,Poblacion,14.3787,121.025,P,PPL,PH,,NCR,,043425000,,124554,,44,Asia/Manila,2026-05-06
8031389,Tabuk,Tabuk,Tabuk,17.4084,121.2785,P,PPLA2,PH,,15,32,143213000,,122771,,316,Asia/Manila,2025-09-24
8299649,Pandan,Pandan,"Banwa it Pandan,Banwa kang Pandan,Banwa sang Pandan,Bayan ng Pandan,Municipality of Pandan,Pandan,Пандан",11.74479,122.10027,P,PPL,PH,,06,06,060611000,,37325,18,20,Asia/Manila,2025-11-03
8335226,Ayala Alabang,Ayala Alabang,,14.40599,121.02222,P,PPLX,PH,,NCR,137600000,137603000,,25115,,41,Asia/Manila,2023-03-07
8534157,Banco Filipino Homes,Banco Filipino Homes,"BF Homes,Banco Filipino Homes",14.43379,121.02231,P,PPLX,PH,,NCR,137600000,137601000,,92752,,39,Asia/Manila,2023-03-07
10628881,Apas,Apas,,10.34076,123.90261,P,PPL,PH,,07,21,072217000,,22566,,74,Asia/Manila,2017-12-13
13060471,General Salipada K. Pendatun,General Salipada K. Pendatun,"Bayan ng Heneral Salipada K. Pendatun,General S.K Pendatun",6.82626,124.72171,P,PPL,PH,,14,MGS,153819000,,31263,,13,Asia/Manila,2025-04-23
13060482,Bagong Silang,Bagong Silang,,14.7783,121.04487,P,PPLA4,PH,,NCR,137500000,137501000,,261729,,50,Asia/Manila,2024-08-25
13118057,Al-Barka,Al-Barka,,6.48623,122.17552,P,PPLA3,PH,,14,22,150709000,,23736,,107,Asia/Manila,2024-10-20
13118244,Mandaluyong,Mandaluyong,,14.57837,121.03522,P,PPL,PH,,NCR,137400000,137401000,,425000,,30,Asia/Manila,2024-10-25
1880135,Yio Chu Kang,Yio Chu Kang,"Ioⁿ-chhu-kang,Iôⁿ-chhù-káng,Yio Chu Kang,Yio Chu Kang Village,yang cuo gang,杨厝港",1.39111,103.85139,P,PPL,SG,,00,,,,28350,,14,Asia/Singapore,2024-09-30
1880137,Yew Tee,Yew Tee,"Yew Tee,Yew Tee Village,Youchi,Yow Toe,Yóuchí,you chi,油池",1.39665,103.74738,P,PPL,SG,,03,,,,39100,,1,Asia/Singapore,2026-05-06
1880159,Ulu Bedok,Ulu Bedok,"Ulu Bedok,Ulu Bedok Village",1.33333,103.93333,P,PPL,SG,,00,,,,276990,,20,Asia/Singapore,2024-04-04
1880176,Toa Payoh New Town,Toa Payoh New Town,"Toa Payoh,Toa Payoh New Town,da ba yao,大巴窑",1.33611,103.85,P,PPLX,SG,,00,,,,120650,,22,Asia/Singapore,2024-04-16
1880177,Tiong Bahru Estate,Tiong Bahru Estate,"Tiong Baharu,Tiong Bahru Estate",1.28333,103.83278,P,PPLX,SG,,01,,,,15120,,15,Asia/Singapore,2024-04-03
1880184,Thomson,Thomson,"Thomson,Thomson Rise Estate,Thomson Village",1.34917,103.84361,P,PPLX,SG,,00,,,,29390,,19,Asia/Singapore,2024-04-04
1880214,Tanglin,Tanglin,"City West,Dongling,Dōnglíng,Tang-leng,Tang-lêng,Tanglin,dong ling,tanlin,தங்லின்,东陵",1.31667,103.81667,P,PPLX,SG,,00,,,,21810,,27,Asia/Singapore,2024-11-13
1880216,Tampines Estate,Tampines Estate,"Tampines,Tampines Estate",1.35806,103.94028,P,PPLX,SG,,00,,,,265340,,10,Asia/Singapore,2024-04-20
1880226,Sungai Simpang,Sungai Simpang,"Sungai Simpang,Sungei Simpang Village,Xinbang,Xīnbāng,xin bang,新邦",1.43806,103.82667,P,PPL,SG,,03,,,,20000,,23,Asia/Singapore,2024-04-23
1880252,Singapore,Singapore,"Danmaxi,Dānmǎxī,Garden City,Little Red Dot,SG,SIN,Sin-ka-po,Singapore,Singapore City,Singapour,Singapur,Singapura,Sinkapoure,Syonan-to,Sîn-kâ-po,Temasek,Tumasik,cinkappur,prathes singkhpor,shingaporu,sigapura,sing-gapol,sing-gapoleu,singapura,singkh por,sngapwr,snghafwrt,syngpwr,xin jia po,xing jia po,Σιγκαπούρη,Сингапур,Сінгапур,סינגפור,سنغافورة,سنگاپور,सिंगापुर,सिंगापूर,ਸਿੰਗਾਪੁਰ,சிங்கப்பூர்,ประเทศสิงคโปร์,สิงค์โปร,ປະເທດສງກະໂປ,ປະເທດສິງກະໂປ,စငကာပနငင,စင်ကာပူနိုင်ငံ,សងហបរ,សិង្ហបុរី,シンガポール,新加坡,星架坡,싱가포르,싱가폴",1.28967,103.85007,P,PPLC,SG,,,,,,5638700,,23,Asia/Singapore,2025-07-23
1880268,Serangoon Garden,Serangoon Garden,"Taman Serangoon,hong sha li,shi long gang hua yuan,实龙岗花园,红砂厘",1.36389,103.8575,P,PPLX,SG,,00,,,,36080,,32,Asia/Singapore,2024-10-24
1880271,Serangoon,Serangoon,"Serangoon,Serangoon Village",1.36278,103.8975,P,PPLX,SG,,00,,,,116900,,8,Asia/Singapore,2024-04-03
1880283,Sembawang Estate,Sembawang Estate,"Sanbawang,Sembawang,Sembawang Estate,Sembawang Village,Tambuwang,san ba wang,三巴旺",1.45083,103.82861,P,PPL,SG,,00,,,,110090,,18,Asia/Singapore,2025-03-28
1880348,Punggol,Punggol,"Bang'e,Bǎng'é,Ponggol,Punggol,Punggol Village,bang e,ponkol,pwngl,پونگل,பொங்கோல்,榜鹅",1.41444,103.90694,P,PPL,SG,,02,,,,204150,,30,Asia/Singapore,2026-05-06
1880398,Paya Lebar,Paya Lebar,Paya Lebar,1.35389,103.89056,P,PPLX,SG,,00,,,,16920,,17,Asia/Singapore,2024-04-03
1880463,Matilda Estate,Matilda Estate,,1.39944,103.90278,P,PPL,SG,,00,,,,52200,,14,Asia/Singapore,2024-04-03
1880469,Marsiling,Marsiling,"Marsiling,ma xi ling,马西岭",1.43254,103.77407,P,PPL,SG,,03,,,,22000,,1,Asia/Singapore,2024-10-22
1880486,Loyang,Loyang,"Lokvang,Lokyang,Lokyang Village",1.37861,103.97167,P,PPLX,SG,,00,,,,15340,,1,Asia/Singapore,2024-04-19
1880517,Keat Hong Village,Keat Hong Village,"Keat Hong,Keat Hong Village,ji feng,吉丰",1.37778,103.74417,P,PPL,SG,,00,,,,39370,,19,Asia/Singapore,2024-10-22
1880574,Kampong Pasir Ris,Kampong Pasir Ris,"Baisha,Baxili,Báishā,Bāxīlì,Kampong Pasir Ris,Pacir ris,Pasir Ris,Pācir ris,ba xi li,bai sha,pacir ris,பாசிர் ரிஸ்,巴西立,白沙",1.37833,103.93194,P,PPL,SG,,00,,,,144260,,5,Asia/Singapore,2026-05-06
1880586,Kampong Loyang,Kampong Loyang,"Kampong Loya,Kampong Loyang,Loyang,luo yang,洛阳,洛陽",1.37778,103.95944,P,PPL,SG,,00,,,,15340,,15,Asia/Singapore,2024-04-16
1880594,Kembangan,Kembangan,Kembangan,1.32228,103.91135,P,PPLX,SG,,00,,,,130252,,13,Asia/Singapore,2024-04-03
1880628,Kallang,Kallang,"Ga-laahng,Gā-láahng,Jialeng,Jiālěng,Ka-leng,Ka-léng,Kalang,Kallang,jia leng,加冷",1.33333,103.86667,P,PPLX,SG,,00,,,,101290,,18,Asia/Singapore,2024-09-19
1880650,Hong Kah,Hong Kah,"Hong Kah,Hong Kah Village",1.35944,103.72278,P,PPLX,SG,,00,,,,26150,,3,Asia/Singapore,2024-04-03
1880668,Geylang,Geylang,"Geylang,Geylang Serai,Geylang Serai Village,geiran,gylang,ya long,گیلانگ,ゲイラン,芽笼",1.31953,103.88689,P,PPLX,SG,,00,,,,110201,,8,Asia/Singapore,2024-04-22
1880744,Bukit Timah,Bukit Timah,"Bukit Timah,Bukit Timah Estate,Bukit Timah Village,wu ji zhi ma,武吉知马",1.328,103.791,P,PPL,SG,,00,,,,85900,,1,Asia/Singapore,2026-05-06
1880750,Bukit Merah Estate,Bukit Merah Estate,Bukit Merah Estate,1.28417,103.82306,P,PPLX,SG,,00,,,,151250,,21,Asia/Singapore,2024-04-03
1880756,Brickworks Estate,Brickworks Estate,,1.28722,103.80833,P,PPLX,SG,,00,,,,19820,,26,Asia/Singapore,2024-04-03
1880761,Boon Lay,Boon Lay,"Boon Lay,Bun Le,Bûn Lé,pun le,wen li/wen li,பூன் லே,文礼/文禮",1.311,103.694,P,PPL,SG,,00,,,,29510,,1,Asia/Singapore,2026-05-06
1881919,Bishan New Town,Bishan New Town,"Bishan,Bishan New Town",1.3504,103.84875,P,PPLX,SG,,00,,,,87320,,16,Asia/Singapore,2024-04-03
1881921,Bukit Batok New Town,Bukit Batok New Town,"Bu-kit Ba-tok,Bukit Batok,Bukit Batok New Town,wu ji ba du,wujibadu,武吉巴督",1.35903,103.76368,P,PPLX,SG,,00,,,,158030,,3,Asia/Singapore,2024-04-19
1881948,Hougang New Town,Hougang New Town,"Hougang,Hougang New Town",1.35667,103.89083,P,PPLX,SG,,00,,,,227560,,17,Asia/Singapore,2024-04-03
1881952,Jurong East,Jurong East,"Jurong East,Jurong East New Town,yu lang dong,裕廊东",1.32888,103.73995,P,PPL,SG,,04,,,,72960,,1,Asia/Singapore,2026-05-06
1881953,Jurong Town,Jurong Town,"Bandar Baharu Jurong,Jurong,Jurong New Town,Jurong Town,Jurong Village,Yulang,Yùláng,juron,yu lang,ஜூரோங்,裕廊",1.33417,103.72278,P,PPL,SG,,05,,,,262730,,20,Asia/Singapore,2023-12-12
1881955,Jurong West,Jurong West,"Jurong West,Jurong West New Town,yu lang xi,裕廊西",1.35028,103.72278,P,PPL,SG,,00,,,,253840,,27,Asia/Singapore,2026-05-06
1881957,Kaki Bukit Estate,Kaki Bukit Estate,"Kaki Bukit,Kaki Bukit Estate",1.3375,103.90917,P,PPLX,SG,,00,,,,37150,,29,Asia/Singapore,2024-04-20
1882033,MacPherson,MacPherson,"MacPherson Estate,Maiboshen,Màibōshēn,mai bo shen,makpercon,மக்பெர்சொன்,麦波申",1.32713,103.88413,P,PPL,SG,,01,,,,26850,,14,Asia/Singapore,2026-05-06
1882044,Outram Park,Outram Park,,1.2825,103.83806,P,PPLX,SG,,00,,,,18340,,19,Asia/Singapore,2024-04-03
1882101,Serangoon New Town,Serangoon New Town,"Serangoon,Serangoon New Town,Shilonggang",1.35083,103.87083,P,PPLX,SG,,00,,,,116900,,21,Asia/Singapore,2024-04-19
1882103,Simei New Town,Simei New Town,"Simei,Simei Estate,Simei New Town",1.34111,103.95611,P,PPLX,SG,,00,,,,39450,,15,Asia/Singapore,2024-04-03
1882115,Tampines New Town,Tampines New Town,"Tampines,Tampines New Town,dan bin ni,淡滨尼",1.34917,103.94972,P,PPLX,SG,,00,,,,259900,,22,Asia/Singapore,2024-04-19
1882155,Yishun New Town,Yishun New Town,"Nee Soon,Yishun,Yishun New Town,yi shun,yicun putiya nakaram,யீசூன் புதிய நகரம்,义顺,義順",1.43333,103.83111,P,PPL,SG,,03,,,,228730,,22,Asia/Singapore,2026-05-06
1882316,Woodlands,Woodlands,"Woodlands,Woodlands New Town,WuLan,wu lan,兀兰",1.43801,103.78877,P,PPL,SG,,03,,,,254440,,27,Asia/Singapore,2026-05-06
1882778,Marine Parade,Marine Parade,"MP,Ma-lim Pah-liat,Malin Bailie,Marine Parade,Marine Parade Estate,Má-lîm Pah-lia̍t,Mǎlín Bǎiliè,ma lin bai lie,marin paret,maryn pryd  sngapwr,مارین پرید، سنگاپور,மரின் பரேட்,馬林百列,马林百列",1.30306,103.90778,P,PPL,SG,,03,,,,47180,,16,Asia/Singapore,2026-05-06
1884365,Ang Mo Kio New Town,Ang Mo Kio New Town,"AMK,Ang Mo Kio,Ang Mo Kio New Town,hong mao qiao,宏茂桥,宏茂橋",1.38028,103.83972,P,PPL,SG,,02,,,,159340,,27,Asia/Singapore,2025-03-28
1884367,Bukit Panjang New Town,Bukit Panjang New Town,"BP,Bt Panjang,Bukit Panjang,Bukit Panjang New Town,Wujibanrang,Wǔjíbānràng,pukkittu pancan,wu ji ban rang,புக்கித்து பஞ்சாங்,武吉班让",1.37972,103.76472,P,PPL,SG,,05,,,,138050,,36,Asia/Singapore,2024-10-22
1884382,Bedok New Town,Bedok New Town,"Bedok,Bedok New Town,Bedok Village,Pitok,Piṭōk,pitok,wu luo,பிடோக்,勿洛",1.32639,103.94167,P,PPL,SG,,04,,,,276990,,9,Asia/Singapore,2024-04-03
1884384,Clementi Housing Estate,Clementi Housing Estate,"Clementi,Clementi Housing Estate,Clementi New Town,Sit Estate",1.31583,103.76472,P,PPLX,SG,,00,,,,92420,,20,Asia/Singapore,2024-04-03
1884385,Pasir Ris New Town,Pasir Ris New Town,"Pasir Ris,Pasir Ris New Town,Pasir Ris Village",1.37222,103.94778,P,PPLX,SG,,04,,,,54420,,26,Asia/Singapore,2024-04-03
1884386,Queenstown Estate,Queenstown Estate,"Queenstown,Queenstown Estate,Queenstown New Town,nu huang zhen,女皇镇",1.29417,103.8025,P,PPL,SG,,00,,,,101480,,22,Asia/Singapore,2026-05-06
1884403,Telok Blangah,Telok Blangah,"Telok Blanga,Telok Blangah Estate,Telok Blangah New Town,Teluk Blangah,teluk pilanka,zhi luo bu lan ya,தெலுக் பிளாங்கா,直落布兰雅",1.27472,103.81167,P,PPLX,SG,,00,,,,19320,,35,Asia/Singapore,2024-10-24
1884737,Choa Chu Kang New Town,Choa Chu Kang New Town,"CCK,Cai Cuo Gang,Chhoa Chhu Kang,Chhòa Chhù Káng,Choa Chu Kang,Choa Chu Kang New Town,Chua Chu Kang,Cài Cuò Gǎng,cai cuo gang,cuva cu kan,சுவா சூ காங்,蔡厝港",1.3825,103.74972,P,PPL,SG,,03,,,,187550,,28,Asia/Singapore,2026-05-06
7281987,Novena,Novena,"novina,nuo wei na,நொவீணா,诺维娜",1.31697,103.8438,P,PPL,SG,,02,,,,53160,,20,Asia/Singapore,2026-05-06
7289731,Eunos,Eunos,"Geylang East,Geylang Timur,kelan kilakku,ya long dong,கேலாங் கிழக்கு,芽笼东,芽籠東",1.32252,103.89822,P,PPL,SG,,,,,,32820,,6,Asia/Singapore,2026-05-06
7289760,Sengkang New Town,Sengkang New Town,"Sengkang,Sengkang New Town,Sheng Gang,Shèng Gǎng,cenkan,sheng gang,செங்காங்,盛港",1.39167,103.89444,P,PPL,SG,,02,,,,267600,,21,Asia/Singapore,2026-05-06
13100482,Fajar,Fajar,"Dawn,Fajia,fa jia,法嘉",1.38436,103.77059,P,PPLX,SG,,,,,,26420,,2,Asia/Singapore,2024-10-22
13100483,Saujana,Saujana,"sang jia na,桑加那",1.38254,103.7679,P,PPLX,SG,,,,,,25000,,2,Asia/Singapore,2024-10-22
13100484,Bangkit,Bangkit,"Rise,Wanji,wan ji,万吉",1.37982,103.77251,P,PPLX,SG,,,,,,21010,,2,Asia/Singapore,2024-10-22
13118122,Margaret Drive,Margaret Drive,"ma ge lie tong dao,玛格烈通道",1.29682,103.80839,P,PPLX,SG,,,,,,24160,,1,Asia/Singapore,2024-10-22
13118135,Jelebu,Jelebu,,1.37953,103.76286,P,PPLX,SG,,,,,,29960,,2,Asia/Singapore,2024-10-22
13118136,Senja,Senja,"xin jia,信佳",1.38516,103.76073,P,PPLX,SG,,,,,,23830,,2,Asia/Singapore,2024-10-22
13118138,Anak Bukit,Anak Bukit,"Small Hill,an na wu ji,安娜武吉",1.34067,103.77301,P,PPL,SG,,,,,,22960,,1,Asia/Singapore,2024-10-22
13118139,Peng Siang,Peng Siang,,1.37995,103.74066,P,PPLX,SG,,,,,,33860,,1,Asia/Singapore,2024-10-22
13118140,Teck Whye,Teck Whye,,1.3803,103.75197,P,PPL,SG,,,,,,24560,,1,Asia/Singapore,2024-10-22
1117652,Ban Talat Yai,Ban Talat Yai,"Talat Yai,Talat-Jai,Талат-Яи",7.88481,98.40008,P,PPL,TH,,62,8301,830101,,52192,,8,Asia/Bangkok,2023-12-11
1117656,Ban Talat Nua,Ban Talat Nua,"Talat-Nua,Талат-Нуа",7.88489,98.38557,P,PPL,TH,,62,8301,830102,,23381,,10,Asia/Bangkok,2023-12-11
1117823,Sam Roi Yot,Sam Roi Yot,"Amphoe Sam Roi Yot,Ban Sam Roi Yot,King Amphoe Sam Roi Yot,Sam Roi Yot,sam rxy yxd,สามร้อยยอด",12.27081,99.87203,P,PPLA2,TH,,57,7708,770802,,19709,,17,Asia/Bangkok,2023-12-11
1149698,Phetchaburi,Phetchaburi,"Amphoe Khlong Krachaeng,Amphoe Muang Phet Buri,Bejraburi,Bhej Buri,Changwat Phet Buri,Fetcaburi,Fetchaburi,Fetçaburi,Moeang Bhejburi,Muang Bheja Buri,Muang Pecha Buri,Muang Petchaboun,Mueang Phetchaburi,Pechaburi,Petchaburi,Phet Buri,Phetchaburi,Pkhetchaburi,ftchabry,ftchabwry,meuxng phechrburi,petchaburi,phecaburi,phechrburi,phetacaburi,ptchbwry,Пхетчабури,Фетчабури,فتچابری,فتچابوری,پتچبوری,फेतचाबुरी,ফেতচাবুরী,ਫੇਚਾਬੁਰੀ,เพชรบุรี,เมืองเพชรบุรี,ፌcibori,ፌችቦሪ,ペッチャブリー",13.11189,99.94467,P,PPLA,TH,,56,7601,,,46601,,7,Asia/Bangkok,2026-04-14
1150007,Trang,Trang,"Amphoe Muang Trang,Changwat Trang,TST,Tran,Trang,tiraniግ,toran,tr a ng,trang,tranga,trng,Тран,Транг,ترانگ,ترنگ,ترัง,ट्रांग,ট্রাঙ্গ,ਟ੍ਰਾਂਗ,ตรัง,ትራንግ,トラン",7.55633,99.61141,P,PPLA,TH,,65,9201,,,66713,,27,Asia/Bangkok,2026-04-14
1150085,Thung Song,Thung Song,"Amphoe Dhung Song,Amphoe Thung Song,Amphoe Tungsong,Ban Chamai,Chamai,Dhung Song,Dhūng Song,Thung Song,Tungsong,thungsng,ทุ่งสง",8.16453,99.68039,P,PPLA2,TH,,64,8009,800901,,28223,,57,Asia/Bangkok,2023-12-11
1150154,Thoen,Thoen,"Amphoe Moeang Theun,Amphoe Moeangthenn,Amphoe Muang Thoen,Amphoe Thoen,Ban Laum Read,Ban Lohm Red,Ban Lom Raet,Lau Raet,Lohm Red,Muang Tern,Muang Teun,Muang Tharn,Muang Thoen,Thoen,thein,เถิน",17.61289,99.21612,P,PPLA2,TH,,06,5208,520801,,18459,,170,Asia/Bangkok,2023-12-10
1150210,Thap Than,Thap Than,"Amphoe Thap Than,Amphu Tap Tan,Ban Thap Than,Dhapdhan,Nong Kradi,Thap Than,thaphthan,ทัพทัน",15.46063,99.89166,P,PPLA2,TH,,15,6102,610201,,16615,,45,Asia/Bangkok,2023-12-10
1150246,Tha Muang,Tha Muang,"Amphoe Tai,Amphoe Tha Muang,Amphoe Wang Khanai,Ban Tha Muang,Tha Muang,Wang Kanai,Wang Khanai,thamwng,ท่าม่วง",13.96118,99.64122,P,PPLA2,TH,,50,7106,710601,,26746,,27,Asia/Bangkok,2023-12-11
1150275,Tha Maka,Tha Maka,"Amphoe Tha Maka,Tha Maka",13.9,99.76667,P,PPL,TH,,50,7105,710513,,52907,,15,Asia/Bangkok,2023-12-11
1150490,Tak,Tak,"Amphoe Mueang Tak,Baheng,Ban Rahaeng,Ban Raheang,Changwat Tak,Muang Raheng,Muang Tak,Rahaeng,Rahaong,Raheng,TKT,Tak,Takas,Tark,tak,taka,taki,taku,thesbal meuxng tak,ttag,Так,تاک,तक,তাক,ਤਾਕ,ตาก,เทศบาลเมืองตาก,ታክ,ターク,딱",16.86968,99.12898,P,PPLA,TH,,08,6301,,,24149,,113,Asia/Bangkok,2026-04-14
1150515,Surat Thani,Surat Thani,"Amphoe Ban Don,Amphoe Muang Surat Thani,Ban Dohn,Ban Don,Ban Makham Tia,Ban Makham Tir,Bandaun,Changwat Surat,Changwat Surat Thani,Makham Tia,Mueang Surat Thani,Suras,Surashtradhani,Surat Tani,Surat Thani,Surat-Tani,Surathanis,Surattkhani,Szuratthani,URT,su le ta ni,sulastani,surasʹdrthani,surata thani,surati tani,suratotani,swrat tany,swrt tany,thesbal nkhr surasʹdrthani,Сурат-Тани,Сураттхани,סוראט טהאני,سورات تانی,سورات تھانی,سورت تاني,سورت تھانی,सुरत थानी,সুরাট থানী,ਸੁਰਤ ਥਾਨੀ,สุราษฎร์ธานี,เทศบาลนครสุราษฎร์ธานี,སུ་ར་ཊི་ཐ་ནི།,ሱራት ታኒ,スラートターニー,素叻他尼,수랏타니",9.14011,99.33311,P,PPLA,TH,,60,8401,,,132040,,10,Asia/Bangkok,2026-04-14
1150533,Sukhothai,Sukhothai,"Amphoe Muang Sukhothai,Amphoe Mueang Sukhothai,Amphoe Sukhodhai,Amphoe Sukhothai,Ban Thani,Changwat Sukhobhai,Changwat Sukhodhai,Changwat Sukhothai,Muang Soukotai,Muang Sukotai,Sukanthai,Sukauthai,Sukhobhai,Sukhodhai,Sukhotay,Sukhothai,Sukhothai Thani,Sukhothaj,Sukhothat,Sukhothaï,Sukkhotaj,Sukkhotkhaj,Sukodhai,Sukotajus,THS,skhwtay,skھwtھayy,sukhota'i,sukhotha'i,sukhothay,sukotai,sukxotayi,swkhwtay,Сукхотай,Сукхотхай,سوخوتای,سکهوتای,سکھوتھائی,सुखोताई,সুখোথাই,ਸੁਖੋਤਾਈ,สุโขทัย,ሱኾታይ,スコータイ,수코타이",17.00778,99.823,P,PPLA,TH,,09,6401,,,37000,,53,Asia/Bangkok,2026-04-14
1150624,Si Satchanalai,Si Satchanalai,"Amphoe Si Satchanalai,Hat Siao,Si Satchanalai,srisachnalay,ศรีสัชนาลัย",17.51692,99.75978,P,PPLA2,TH,,09,6405,640501,,25942,,77,Asia/Bangkok,2023-12-10
1150681,Sawankhalok,Sawankhalok,"Amphoe Sawankhalok,Ban Wang Mai Kaun,Ban Wang Mai Khon,Changwat Muang Sawarngalok,Changwat Sawankhalok,Muang Savankulok,Muang Sawan Kalok,Muang Sawankalauk,Muang Sawarngalok,Mueang Sawankhalok,Mueang Wang Mai Khon,Sawankalauk,Sawankaloke,Sawankhalok,Sawankhalor,Sawarngalok,Swankalauk,Swankhalok,Wang Mai Kuan,swrrkhlok,สวรรคโลก",17.31597,99.83186,P,PPLA2,TH,,09,6407,640701,,19805,,67,Asia/Bangkok,2023-12-10
1150728,San Pa Tong,San Pa Tong,"Amphoe San Pa Tong,San Pa Tong,sanpatxng,สันป่าตอง",18.62828,98.89572,P,PPLA2,TH,,02,5012,501201,,17773,,300,Asia/Bangkok,2023-12-10
1150732,San Kamphaeng,San Kamphaeng,"Amphoe San Kamphaeng,Ban San Gampheang,Ban San Kamphaeng,Ban San Kamphaeng Luang,Bān San Gampheang,Kwaeng Mae Om,San Kamphaeng,Sankambheng,Sankambhēng,สันกำแพง",18.74486,99.11953,P,PPLA2,TH,,02,5013,501301,,32950,,311,Asia/Bangkok,2023-12-10
1150921,Ron Phibun,Ron Phibun,"Amphoe Ron Phibun,Ban Romphi Bull,Ban Ron Phibun,Raun Phibun,Ron Phibun,Ronipibon,rxnphibuly,ร่อนพิบูลย์",8.17911,99.85425,P,PPLA2,TH,,64,8013,801301,,26621,37,27,Asia/Bangkok,2023-12-11
1150954,Ratchaburi,Ratchaburi,"Amphoe Muang Rat Buri,Changwat Rat Buri,Mondhol Rajburi,Muang Rajburi,Muang Ratburi,Mueang Ratchaburi,Racaburi,Rachaburi,Rajburi,Rat Buri,Ratchaburi,Raçaburi,racaburi,rachabry,rachaburi,rachburi,rachbwry,rachھabry,Ратчабури,Рачабури,راچابری,راچبوری,راچھابری,राचबुरी,রাচাবুরী,ਰਾਚਾਬੁਰੀ,ราชบุรี,ራቻቡሪ,ラチャブリー",13.53671,99.81712,P,PPLA,TH,,52,7001,700101,,92448,,8,Asia/Bangkok,2026-04-14
1150965,Ranong,Ranong,"Amphoe Muang Ranong,Changwat Ranong,Muang Ra Nohng,Muang Ranawng,Muang Ranong,Ranaong,Ranaung,Ranawng,Ranohng,Ranong,Ranonq,Renawng,Renong,UNN,ranam,ranon,ranonga,ranoniግ,ranwng,ranxng,Ранонг,رانونگ,रानोंग,রানং,ਰਾਨੋਂਗ,ระนอง,ራኖንግ,ラノン",9.96583,98.63476,P,PPLA,TH,,59,8501,,,24561,,38,Asia/Bangkok,2026-04-14
1151063,Pran Buri,Pran Buri,"Amphoe Pranburi,Ban Pak O Pran,Meuangpran,Muang Pran,Muang Pran Kao,Mueang Pran,Mueang Pran Buri,Pran,Pran Buri,pranburi,ปราณบุรี",12.38487,99.90157,P,PPLA2,TH,,57,7706,770602,,47293,,10,Asia/Bangkok,2023-12-11
1151074,Prachuap Khiri Khan,Prachuap Khiri Khan,"Changwat Prachuap Khiri Khan,PRACHUAB KHIRI KHAN,Prachuab,Prachuab Girikhan,Prachuab Khirakhanda,Prachuab Kirikan,Prachuap,Prachuap Giri Khan,Prachuap Khiri Khan,Prachuap Kirikan,Prachuap-Kkhiri-Khan,Prachuapgirikhand,Prachūab Gīrīkhan,Pracuap Kiri Han,Praçuap Kiri Han,prachwap khyry khan,prachwp khyry khan,pracu'apa khiri khana,pracuyapa khiri khana,pracwbkhirikhanth,purajuappukirikan,Прачуап-Кхири-Хан,پراچوآپ خیری خان,پراچوپ خیری خان,प्रचुआप खिरी खान,প্রাচুয়াপ খিরি খান,ਪ੍ਰਾਚੁਆਪ ਖਿਰੀ ਖਾਨ,ประจวบคีรีขันธ์,ፕracuʿeፕ kiri kani,ፕራቹአፕ ኪሪ ካን,プラジュアップキーリーカン",11.82098,99.7841,P,PPLA,TH,,57,7701,,,33521,,13,Asia/Bangkok,2026-04-14
1151211,Tha Kham,Tha Kham,"Tha Kham,tha kham,thesbal meuxng tha kham,ท่าข้าม,เทศบาลเมืองท่าข้าม",9.11072,99.23208,P,PPLA2,TH,,60,8417,841701,,25810,,10,Asia/Bangkok,2023-12-11
