geonameid,name,asciiname,alternatenames,latitude,longtitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date
1213855,Sibolga,Sibolga,"FLZ,Kota Sibolga,Sibolga,Сиболга",1.74016,98.78117,P,PPL,ID,,26,1271,,,91265,,6,Asia/Jakarta,2024-05-23
1214026,Sabang,Sabang,"Kota Sabang,Kuta Sabang,Kutha Sabang,SBG,Sabang,Sabangas,Sabong,saban,sabang,sabangh,sha huang,Сабанг,سابانغ,سابانگ، انڈونیشیا,サバン,沙璜,사방",5.88969,95.31644,P,PPL,ID,,01,1172,,,42066,,16,Asia/Jakarta,2022-12-30
1214055,Reuleuet,Reuleuet,,5.21667,96.28333,P,PPL,ID,,01,1118,,,40393,,9,Asia/Jakarta,2022-12-30
1214073,Rantauprapat,Rantauprapat,Rantauprapat,2.1,99.83333,P,PPL,ID,,26,1207,,,103009,,29,Asia/Jakarta,2022-12-30
1214189,Percut,Percut,"Percut,Pertjoet,Pertjut",3.6253,98.864,P,PPL,ID,,26,1212,,,311063,,11,Asia/Jakarta,2022-12-30
1214191,Perbaungan,Perbaungan,"Baoengan,Baoengar,Baungan,Perbaungan",3.5679,98.956,P,PPL,ID,,26,1218,,,157174,,19,Asia/Jakarta,2022-12-31
1214204,Pematangsiantar,Pematangsiantar,"Pematangsiantar,Pematangsieantar",2.9595,99.0687,P,PPL,ID,,26,1273,,,274838,,388,Asia/Jakarta,2024-05-23
1214256,Paropo,Paropo,Paropo,2.8663,98.5211,P,PPL,ID,,26,1210,,,16065,,918,Asia/Jakarta,2024-04-11
1214302,Pangkalan Brandan,Pangkalan Brandan,"Pangkalan Brandan,Pangkalanberandan",4.0238,98.2782,P,PPL,ID,,26,1213,,,25542,,5,Asia/Jakarta,2022-12-30
1214369,Padangsidempuan,Padangsidempuan,"Padangsidempuan,Padangsidimpoean,Padangsidimpuan",1.37952,99.27146,P,PPL,ID,,26,1277,,,236217,,310,Asia/Jakarta,2024-05-23
1214488,Meulaboh,Meulaboh,"MEQ,Melabokha,Meulaboh,Molabo,Mölabo,Мелабоха",4.14402,96.12664,P,PPLA2,ID,,01,1107,,,64646,,7,Asia/Jakarta,2023-02-08
1214520,Medan,Medan,"Kota Medan,Kuta Medan,Kuta Mèdan,Kutha Medan,MES,Medan,Medana,Medanas,Medano,Mentan,mdan,me dan,medan,metan,mian lan,mydan,Μεντάν,Медан,مدان,ميدان,میدان ، انڈونیشیا,மேடான்,เมดาน,ᯔᯑᯉ᯳,ᯔᯩᯑᯉ᯳,メダン,棉蘭,메단",3.58333,98.66667,P,PPLA,ID,,26,1275,,,2435252,,26,Asia/Jakarta,2025-10-12
1214658,Lhokseumawe,Lhokseumawe,"Kota Lhokseumawe,LSW,Lho'seumawe,Lhokseumawe,Lhoksumawe,Lho’seumawe,Lokseumave,Локсеумаве",5.1801,97.1507,P,PPL,ID,,01,1174,,,196067,,6,Asia/Jakarta,2024-05-23
1214724,Langsa,Langsa,"Langsa,Langsar",4.4683,97.9683,P,PPL,ID,,01,1173,,,194730,,10,Asia/Jakarta,2024-05-23
1214776,Lahewa,Lahewa,"Lahewa,Lewalewa",1.3943,97.1675,P,PPL,ID,,26,1224,,,24485,,5,Asia/Jakarta,2024-04-11
1214800,Labuhan Deli,Labuhan Deli,"Deli,Laboean Deli,Laboehan,Laboehandeli,Labuan Deli,Labuhan,Labuhan Deli,Laukaban",3.879,98.633,P,PPL,ID,,26,1275,,,49668,,2,Asia/Jakarta,2024-03-26
1214882,Kisaran,Kisaran,"Kisaran,Kisaran Baru",2.9845,99.6158,P,PPLA2,ID,,26,1208,,,141915,,20,Asia/Jakarta,2023-02-08
1214965,Kabanjahe,Kabanjahe,"Kabandjahe,Kabanjahe",3.1001,98.4908,P,PPLA2,ID,,26,1211,,,73581,,1196,Asia/Jakarta,2023-02-09
1215102,Gunungsitoli,Gunungsitoli,"GNS,Goenoengsitoli,Goenoensitoli,Gunongsitoli,Gunungsitoli,Omositoli",1.2888,97.6143,P,PPLA2,ID,,26,1278,,,136707,,14,Asia/Jakarta,2023-02-09
1215199,Deli Tua,Deli Tua,"Deli Tua,Delitoea",3.5078,98.6839,P,PPL,ID,,26,1212,,,27940,,56,Asia/Jakarta,2022-12-30
1215326,Blangpidie,Blangpidie,"Belangpidie,Belangpidië,Blang Pidie,Blangpidi,Blangpidie,KJX",3.73956,96.83608,P,PPLA2,ID,,01,1112,,,24085,,17,Asia/Jakarta,2023-02-09
1215350,Bireun,Bireun,"Bireuen,Bireun,Biroen,Biröen",5.203,96.7009,P,PPL,ID,,01,1110,,,47670,,19,Asia/Jakarta,2022-12-30
1215355,Binjai,Binjai,"Bindjai,Bindjei,Binjai,Kota Binjai,min li,民禮",3.6001,98.4854,P,PPLA2,ID,,26,1276,,,279302,,34,Asia/Jakarta,2023-02-08
1215395,Berastagi,Berastagi,"Berastagi,Берастаги",3.19468,98.50889,P,PPL,ID,,26,1211,,,48244,,1402,Asia/Jakarta,2022-12-30
1215412,Belawan,Belawan,Belawan,3.7755,98.6832,P,PPL,ID,,26,1275,,,102707,,5,Asia/Jakarta,2022-12-31
1215468,Barus,Barus,"Baroes,Barus",2.0106,98.3982,P,PPLA3,ID,,26,1204,,,18346,,5,Asia/Jakarta,2026-03-14
1215498,Bandar,Bandar,Bandar,2.05,99.75,P,PPL,ID,,26,1207,,,31442,,73,Asia/Jakarta,2022-12-30
1215502,Banda Aceh,Banda Aceh,"BTJ,Baiturahman,Banda Aceh,Banda Aceha,Banda Acehas,Banda Acheh,Banda Achekh,Banda Achem,Banda Achém,Banda Atjeh,Banda Ačeha,Banda Ačehas,Banda-Achekh,Banta Atsech,Koetaradja,Kota Banda Aceh,Kota Banda Acéh,Kuta Banda Aceh,Kuta Banda Acèh,Kuta Raja,Kutaradja,Kutha Banda Aceh,Kutha Banda Acèh,ban da ya qi,ban dar xa ceah,banda ash,banda atshyh,bandaache,Μπάντα Άτσεχ,Банда Ачех,Банда-Ачех,باندا آتشيه,باندا آسه,بندا آچے,บันดาร์อาเจะห์,バンダ・アチェ,班達亞齊,반다아체",5.54167,95.33333,P,PPLA,ID,,01,1171,,,255029,,9,Asia/Jakarta,2022-08-14
1621177,Yogyakarta,Yogyakarta,"DI Yogyakarta,DIY,Daerah Istimewa Yogyakarta,Djogjakarta,Djokja,Djokjakarta,Dzhodzhakarta,Dzhok'jakarta,Dzhokjakarta,Dzogdzakarta,Dzogjakarta,Džogjakarta,Gionkiakarta,JOG,Jogjakarta,Jogjakarto,Jogyakarta,Jokjakarta,Jokyakarta,Kota Yogyakarta,Kuta Yogyakarta,Kutha Ngayogyakarta,Special Region of Yogyakarta,Yogyakarta,jogujakaruta shi,ri re,yog-yakaleuta,yogyakarta,ywgyakarta,ywjyakrta,yxk ya kar ta,Γιογκιακάρτα,Џогџакарта,Джоджакарта,Джокьякарта,Джокякарта,يوجياكرتا,یوگیاکارتا,योग्यकर्ता,योग्यकार्ता,ยอกยาการ์ตา,ჯოკიაკარტა,ジョグジャカルタ市,日惹,욕야카르타",-7.80139,110.36472,P,PPLA,ID,,10,3471,,,373589,,110,Asia/Jakarta,2023-02-08
1621395,Wonosobo,Wonosobo,"Wanasaba,Wonosabo,Wonosobo",-7.35889,109.90306,P,PPLA2,ID,,07,3307,,,92990,,794,Asia/Jakarta,2022-12-31
1621399,Wonosari,Wonosari,"Wanasari,Wonasari,Wonosan,Wonosari",-7.96556,110.60361,P,PPLA2,ID,,10,3403,,,87454,,181,Asia/Jakarta,2023-02-09
1621416,Wonopringgo,Wonopringgo,"Wanapringga,Wonopringgo",-6.98333,109.61667,P,PPL,ID,,07,3326,,,38429,,45,Asia/Jakarta,2022-12-31
1621439,Wongsorejo,Wongsorejo,"Wangsaredja,Wangsoredjo,Wongsoredjo",-7.9908,114.4009,P,PPL,ID,,08,3510,,,29193,,32,Asia/Jakarta,2022-12-30
1621520,Wiradesa,Wiradesa,"Wiradesa,Wirodeso",-6.8922,109.619,P,PPL,ID,,07,3326,,,39407,,10,Asia/Jakarta,2022-12-31
1621613,Weru,Weru,Weru,-6.711,108.5037,P,PPL,ID,,30,3209,,,139004,,19,Asia/Jakarta,2022-12-31
1621655,Weleri,Weleri,Weleri,-6.9713,110.0666,P,PPL,ID,,07,3324,,,58448,,17,Asia/Jakarta,2022-12-31
1621659,Welahan,Welahan,Welahan,-6.8,110.71667,P,PPL,ID,,07,3321,,,26163,,4,Asia/Jakarta,2022-12-31
1621678,Wedi,Wedi,"Wed,Wedi",-7.74306,110.57944,P,PPL,ID,,07,3310,,,55300,,148,Asia/Jakarta,2022-12-31
1621884,Watampone,Watampone,"Bone,Boni,Watampone",-4.5386,120.3279,P,PPLA2,ID,,38,7311,,,149336,,34,Asia/Makassar,2023-02-08
1622090,Wangon,Wangon,Wangon,-7.51611,109.05389,P,PPLA3,ID,,07,3302,,,35530,,32,Asia/Jakarta,2022-12-31
1622138,Wanaraja,Wanaraja,"Wanaradja,Wanaraja",-7.1749,107.9808,P,PPLA3,ID,,30,3205,,,26240,,724,Asia/Jakarta,2022-12-31
1622167,Wamena,Wamena,"WMX,Wamena",-4.09583,138.94806,P,PPLA,ID,,PE,9402,,,41844,,1488,Asia/Jayapura,2024-11-13
1622293,Waisai,Waisai,"Waigeo,Waisai",-0.2379,130.5072,P,PPLA2,ID,,PD,9108,,,22541,,185,Asia/Jayapura,2023-02-09
1622318,Waingapu,Waingapu,"Vajngapu,WGP,Waingapoe,Waingapu,Вайнгапу",-9.6567,120.2641,P,PPLA2,ID,,18,5302,,,35932,,26,Asia/Makassar,2023-02-08
1622552,Utan,Utan,"Oetan,Utan",-6.17694,106.94667,P,PPL,ID,,04,3172,,,28745,,10,Asia/Jakarta,2024-04-16
1622636,Ungaran,Ungaran,"Oengaran,Ungaran,Unggaran",-7.13972,110.405,P,PPLA2,ID,,07,3322,,,171378,,351,Asia/Jakarta,2023-02-08
1622786,Makassar,Makassar,"Djumpandang,Kota Makassar,Macassar,Makasar,Makasaras,Makassar,Makasser,UPG,Udjung Pandang,Ujungpandang,makasaleu,makasar,makassaru,Макассар,ماکاسار,マカッサル,마카사르",-5.14861,119.43194,P,PPLA,ID,,38,7371,,,1423877,,6,Asia/Makassar,2022-12-30
1622846,Ubud,Ubud,"Oeboed,Ubud,abwd,ubuda,ubudo,ywbwd,Убуд,ابود,یوبود,उबुद,ウブド",-8.5098,115.2654,P,PPL,ID,,02,5104,,,74800,,210,Asia/Makassar,2022-10-03
1623080,Tulungagung,Tulungagung,"Toeloengagoeng,Toeloengoeng,Tulungagung",-8.0657,111.9025,P,PPLA2,ID,,08,3504,,,65262,,89,Asia/Jakarta,2022-12-31
1623096,Tulangan Utara,Tulangan Utara,"Toelangan,Tulangan,Tulangan Utara",-7.4737,112.6505,P,PPL,ID,,08,3515,,,63889,,8,Asia/Jakarta,2022-12-31
1623180,Tuban,Tuban,"Toeban,Tuban,Тубан",-6.8976,112.0649,P,PPLA2,ID,,08,3523,,,76242,,13,Asia/Jakarta,2022-12-31
1623197,Tual,Tual,"Toeal,Tual",-5.62878,132.75229,P,PPL,ID,,28,8172,,,90007,,41,Asia/Jayapura,2024-05-23
1623223,Trucuk,Trucuk,"Trucuk,Trutjuk",-7.71833,110.65889,P,PPL,ID,,07,3310,,,23584,,123,Asia/Jakarta,2022-12-31
1623251,Trenggalek,Trenggalek,"Trengalek,Trenggalek",-8.0764,111.70641,P,PPLA2,ID,,08,3503,,,29083,,113,Asia/Jakarta,2022-12-31
1623424,Tondano,Tondano,Tondano,1.3054,124.91261,P,PPLA2,ID,,31,7102,,,33317,,693,Asia/Makassar,2022-12-31
1623446,Tomohon,Tomohon,Tomohon,1.31678,124.80379,P,PPLA3,ID,,31,7173,,,27624,,734,Asia/Makassar,2022-12-30
1623651,Tobelo,Tobelo,,1.72837,128.00948,P,PPL,ID,,29,8205,,,34150,,11,Asia/Jayapura,2022-12-31
1623772,Tiom,Tiom,"TMY,Tiom",-3.92361,138.45472,P,PPLA2,ID,,PE,9430,,,21324,,2116,Asia/Jayapura,2025-05-27
1623834,Timika,Timika,"Timika,Timoeka,Timuka",-4.61407,136.67679,P,PPL,ID,,PT,9412,,,142909,,21,Asia/Jayapura,2025-05-27
1624041,Ternate,Ternate,"Kota Ternate,Ternate,teleunate seom,terunate dao,Тернате,テルナテ島,테르나테 섬",0.79065,127.38424,P,PPL,ID,,29,8271,,,204920,,23,Asia/Jayapura,2024-05-23
1624058,Terbanggi Besar,Terbanggi Besar,"Terbanggi Besar,Terbanggi-besar",-4.87898,105.21818,P,PPLA3,ID,,15,1805,,,52566,,29,Asia/Jakarta,2022-12-31
1624196,Teminabuan,Teminabuan,"Kampoeng Taminaboean,TXM,Taminaboean,Teminaboean,Teminabuan",-1.4416,132.01428,P,PPLA2,ID,,PD,9106,,,19491,,35,Asia/Jayapura,2023-02-09
1624494,Tegal,Tegal,"Kota Tegal,Kutha Tegal,Tegal,tgal,tygal  wsty jawa,tyghal,zhi ge,Тегал,تيغال,تگال,تیگال، وسطی جاوا,ტეგალი,直葛",-6.8694,109.1402,P,PPL,ID,,07,3376,,,282781,,7,Asia/Jakarta,2024-05-23
1624545,Tayu,Tayu,"Tajoe,Tajoe-wetan,Taju,Tayu",-6.5397,111.0518,P,PPLA3,ID,,07,3318,,,26413,,9,Asia/Jakarta,2022-12-31
1624647,Tasikmalaya,Tasikmalaya,"Kota Tasikmalaya,TSY,Tasikmalaja,Tasikmalaya,Tasikmalaya kutha,Тасикмалая",-7.3274,108.2207,P,PPL,ID,,30,3278,,,741760,,354,Asia/Jakarta,2024-05-23
1624668,Tarub,Tarub,Tarub,-6.93333,109.16667,P,PPL,ID,,07,3328,,,75739,,22,Asia/Jakarta,2022-12-31
1624725,Tarakan,Tarakan,"Kota Tarakan,Kutha Tarakan,TRK,Tarakan,ta la ka en,tarakan,tarakan  shmaly kalymantan,Таракан,تاراكان,تاراکان,تاراکان، شمالی کالیمانتان,塔拉卡恩",3.31332,117.59152,P,PPL,ID,,42,6571,,,249960,,29,Asia/Makassar,2024-05-23
1624827,Tanjung Selor,Tanjung Selor,"TJS,Tandjoeng Seilor,Tandjoengseloe,Tandjoengselor,Tandjungselor,Tanjongselor,Tanjung Selor,Tanjungselor",2.8375,117.36528,P,PPLA,ID,,42,6502,,,56569,,9,Asia/Makassar,2022-12-31
1624863,Tanjung Pinang,Tanjung Pinang,"Kota Tanjung Pinang,Kota Tanjungpinang,Kutha Tanjungpinang,TNJ,Tandjoengpinang,Tandjungpinang,Tandzhungpinang,Tanjung Pinang,Tanjungpinang,dan rong bin lang,liao dou,tanjungpinang,tanjun・pinan,tanjwng pynang,tanjwngh,Танджунгпинанг,تانجونغ,تانجونگ پینانگ,タンジュン・ピナン,丹戎檳榔,廖都,탄중피낭",0.91667,104.45833,P,PPLA2,ID,,40,2172,,,227663,,39,Asia/Jakarta,2024-10-11
1624877,Tanjung Pandan,Tanjung Pandan,"Pandan,TJQ,Tandjoengpandan,Tandjong-pandan,Tandjungpandan,Tanjong Pandan,Tanjung Pandan,Tanjungpandan",-2.73353,107.63477,P,PPL,ID,,35,1902,,,103062,,8,Asia/Jakarta,2022-12-31
1624917,Bandar Lampung,Bandar Lampung,"Bandar Lampung,Bandar-Lampung,Bandarlampung,Kota Bandar Lampung,TKG,Tanjungkarang,Tanjungkarang-Telukbetung,Telukbetung,ban da nan bang,bandaleulampung,bandaruranpun,bndr lampwng,Бандар-Лампунг,بندر لامپونگ,バンダールランプン,班達楠榜,반다르람풍",-5.42917,105.26111,P,PPLA,ID,,15,1871,,,1166066,,95,Asia/Jakarta,2022-12-30
1624974,Tanjung Balai,Tanjung Balai,"TJB,Tandjoengbalai,Tandjung,Tandjungbalai,Tanjung Balai,Tanjung Balai Karimun,Tanjungbalai",1.00005,103.42186,P,PPL,ID,,40,2101,,,48953,,9,Asia/Jakarta,2022-12-31
1624987,Tanjungagung,Tanjungagung,"Tandjoengagoeag,Tandjoengagoeng,Tandjungagung,Tanjungagung",-3.93728,103.80465,P,PPL,ID,,32,1603,,,53117,,129,Asia/Jakarta,2022-12-31
1625014,Tanjung,Tanjung,"TJG,Tandjoeng,Tandjung,Tanjong,Tanjung",-2.1709,115.4077,P,PPLA2,ID,,12,6309,,,37291,,23,Asia/Makassar,2023-02-09
1625067,Tanggulangin,Tanggulangin,"Tanggoelangin,Tangoelangin",-7.49958,112.69992,P,PPL,ID,,08,3515,,,32866,,6,Asia/Jakarta,2022-12-31
1625084,Tangerang,Tangerang,"Dang ge lang,Dāng gé lǎng,Kota Tangerang,Kutha Tangerang,RTO,Tangarang,Tangerang,Tangerangas,Tangerango,Tangèrang,Tanqeranq,dang ge lang,tan ge lang,tang-elang,tangeran,tangrang,tʼngrʼng,Тангеранг,טאנגראנג,تانگرانگ,ტანგერანგი,ᮒᮍᮛ,ᮒᮍᮨᮛᮀ,タンゲラン,坦格朗,當格朗,탕에랑",-6.17806,106.63,P,PPL,ID,,33,3671,,,1912679,,18,Asia/Jakarta,2025-11-04
1625420,Taliwang,Taliwang,"Talavang,Taliwang",-8.7449,116.8532,P,PPLA2,ID,,17,5207,,,55340,,14,Asia/Makassar,2023-02-09
1625585,Tahuna,Tahuna,"NAH,Tahana,Tahoena,Tahuna,Taruna",3.61099,125.4858,P,PPL,ID,,31,7103,,,35307,,77,Asia/Makassar,2025-05-20
1625708,Tabanan,Tabanan,Tabanan,-8.5413,115.12522,P,PPLA2,ID,,02,5102,,,33667,,126,Asia/Makassar,2022-12-31
1625812,Surakarta,Surakarta,"Kota Surakarta,Kutha Surakarta,SOC,Soerakarta,Solo,Sourakarta,Surakarta,Surakarte,sulakaleuta,suo luo,suo luo shi,surakarta,surakaruta,swrakarta,Σουρακάρτα,Суракарта,Суракарте,سوراكارتا,سوراکارتا,सुरकर्ता,სურაკარტა,スラカルタ,梭罗市,索罗,수라카르타",-7.55611,110.83167,P,PPL,ID,,07,3372,,,526870,,100,Asia/Jakarta,2024-05-23
1625822,Surabaya,Surabaya,"Kota Surabaya,Kutha Surabaya,SUB,Soerabaja,Soerabaya,Sourabaya,Sourampagia,Surabaia,Surabaja,Surabajo,Surabaya,si shui,sulabaya,sura ba ya,surabaia,surabaya,swrabaya,swrbyh,Σουραμπάγια,Сурабайа,Сурабая,Сурабаја,סורביה,سورابايا,سورابایا,สุราบายา,სურაბაია,スラバヤ,泗水,수라바야",-7.24917,112.75083,P,PPLA,ID,,08,3578,,,2874314,,8,Asia/Jakarta,2025-03-09
1625908,Sungai Raya,Sungai Raya,"Soengai Raya,Soengairaja,Sungai Raya,Sungairaja,Sungairaya",0.7,108.9,P,PPL,ID,,11,6102,,,47735,,9,Asia/Pontianak,2022-12-30
1625929,Sungai Penuh,Sungai Penuh,"Soengaipenoeh,Sungai Penuh,Sungeipenu",-2.0561,101.3913,P,PPL,ID,,05,1572,,,99233,,811,Asia/Jakarta,2024-05-23
1625958,Sungailiat,Sungailiat,"Soengailiat,Soengei Liat,Sungailiat",-1.85442,106.12215,P,PPLA2,ID,,35,1901,,,100750,,4,Asia/Jakarta,2023-02-08
1626099,Sumenep,Sumenep,"SUP,Soemanep,Soemenap,Soemenep,Sumenep",-7.01152,113.86042,P,PPLA2,ID,,08,3529,,,84656,,8,Asia/Jakarta,2022-12-31
1626100,Sumedang Utara,Sumedang Utara,,-6.85,107.91667,P,PPLX,ID,,30,3211,6581356,,100000,,467,Asia/Jakarta,2017-01-14
1626103,Sumedang,Sumedang,"Soemadang,Soemedang,Sumedang",-6.85861,107.91639,P,PPLA2,ID,,30,3211,,,200000,,460,Asia/Jakarta,2017-01-14
1626134,Sumberpucung,Sumberpucung,"Soemberpoetjoeng,Sumberputjung",-8.15856,112.48292,P,PPLA3,ID,,08,3507,,,35285,,302,Asia/Jakarta,2022-12-31
1626183,Sumber,Sumber,"Soember,Sumber",-6.76028,108.48306,P,PPLA2,ID,,30,3209,,,96725,,72,Asia/Jakarta,2023-02-08
1626185,Sumbawa Besar,Sumbawa Besar,"SWQ,Soembawa,Soembawa-besar,Sumbawa,Sumbawa Besar",-8.49317,117.42024,P,PPLA2,ID,,17,5204,7377422,,62753,,14,Asia/Makassar,2023-02-08
1626312,Sokaraja,Sokaraja,"Soekaradja,Sokaraja,Sukaradja,Sukaraja",-7.45806,109.28806,P,PPL,ID,,07,3302,,,66482,,48,Asia/Jakarta,2022-12-31
1626381,Sukabumi,Sukabumi,"Kota Sukabumi,Kutha Sukabumi,Soekaboemi,Sukabumi,su jia wu mei,swkabwmy,Сукабуми,Сукабумі,سوکابومی,სუკაბუმი,蘇加武眉",-6.91806,106.92667,P,PPL,ID,,30,3272,,,360644,,613,Asia/Jakarta,2024-05-23
1626444,Subang,Subang,"Soebang,Subang",-6.57,107.75667,P,PPLA2,ID,,30,3213,,,137234,,96,Asia/Jakarta,2025-07-09
1626486,Srono,Srono,Srono,-8.40003,114.26661,P,PPL,ID,,08,3510,,,36260,,60,Asia/Jakarta,2022-12-30
1626493,Srandakan,Srandakan,Srandakan,-7.93861,110.25056,P,PPL,ID,,10,3402,,,29529,,23,Asia/Jakarta,2022-12-31
1626498,Sragen,Sragen,"Spagen,Sragen,Sregen",-7.42639,111.02222,P,PPLA2,ID,,07,3314,,,71522,,90,Asia/Jakarta,2022-12-31
1626542,Sorong,Sorong,"Kota Sorong,SOQ,Sorong,Соронг",-0.87956,131.26104,P,PPLA,ID,,PD,9171,,,254294,,7,Asia/Jayapura,2022-12-31
1626560,Soreang,Soreang,"Sereang,Soreang",-7.03306,107.51833,P,PPLA2,ID,,30,3204,,,116780,,744,Asia/Jakarta,2023-02-08
1626649,Solok,Solok,Solok,-0.8006,100.6571,P,PPLA2,ID,,24,1372,,,73438,,392,Asia/Jakarta,2023-02-08
1626673,Soko,Soko,,-7.48315,112.42704,P,PPL,ID,,08,3516,,,25494,,28,Asia/Jakarta,2022-12-30
1626698,Sofifi,Sofifi,Sofifi,0.73729,127.5588,P,PPLA,ID,,29,8272,,,36197,,9,Asia/Jayapura,2022-12-31
1626703,Soe,Soe,"SoE,Soe,Soë,Su,sou,suo ai,Сое,ソウ,索埃",-9.86071,124.28395,P,PPL,ID,,18,5304,,,40190,,852,Asia/Makassar,2022-12-31
1626754,Sleman,Sleman,"Sleman,Suleman",-7.71556,110.35556,P,PPLA2,ID,,10,3404,,,56215,,210,Asia/Jakarta,2022-12-31
1626758,Slawi,Slawi,"Selawi,Slawi,Slawj",-6.9816,109.1407,P,PPLA2,ID,,07,3328,,,61206,,43,Asia/Jakarta,2022-12-31
1626801,Situbondo,Situbondo,"Sitoebanda,Sitoebondo,Situbando,Situbondo",-7.70623,114.00976,P,PPLA2,ID,,08,3512,,,685967,,36,Asia/Jakarta,2023-02-08
1626887,Sintang,Sintang,"SQG,Sintang",0.06667,111.5,P,PPLA2,ID,,11,6107,,,85000,,24,Asia/Pontianak,2025-07-02
1626895,Sinjai,Sinjai,"Sindjai,Sinjai,Sinjay",-5.1241,120.253,P,PPLA2,ID,,38,7307,,,40797,,6,Asia/Makassar,2022-12-30
1626899,Singosari,Singosari,"Singasari,Singosari,Сингосари",-7.8924,112.6658,P,PPL,ID,,08,3507,,,180740,,501,Asia/Jakarta,2024-05-23
1626903,Singojuruh,Singojuruh,"Singodjoeroeh,Singodjuruh,Soekasari",-8.31667,114.23333,P,PPLA3,ID,,08,3510,,,29418,,157,Asia/Jakarta,2022-12-30
1626916,Singkawang,Singkawang,"SKJ,Sekawang,Singkawang",0.90925,108.98463,P,PPL,ID,,11,6172,,,246112,,2,Asia/Pontianak,2024-05-23
1626921,Sengkang,Sengkang,"Sengkang,Singkang",-4.1279,120.0297,P,PPLA3,ID,,38,7313,,,59523,,23,Asia/Makassar,2022-12-31
1626932,Singaraja,Singaraja,"Boeleleng,Boelèlèng,Singaradja,Singaradzha,Singaraja,shigaraja,Сингараджа,シガラジャ",-8.112,115.08818,P,PPLA3,ID,,02,5108,,,133784,,11,Asia/Makassar,2022-12-31
1626936,Singaparna,Singaparna,Singaparna,-7.3515,108.111,P,PPLA2,ID,,30,3206,,,48882,,430,Asia/Jakarta,2022-12-31
1627035,Simpang,Simpang,Simpang,-1.26424,104.09701,P,PPL,ID,,05,1506,,,36652,,5,Asia/Jakarta,2022-12-30
1627185,Sijunjung,Sijunjung,"Sidjoendioeng,Sidjoendjoeng,Sidjoengdjoeng,Sidjundjung,Sijunjung",-0.7005,100.9774,P,PPLA3,ID,,24,1304,,,27786,,167,Asia/Jakarta,2022-12-31
1627253,Sidoarjo,Sidoarjo,"Sidaardja,Sidoardio,Sidoardja,Sidoardjo,Sidoarjo,Sidohardjo",-7.4478,112.7183,P,PPLA2,ID,,08,3515,,,139189,,5,Asia/Jakarta,2025-10-05
1627267,Sidareja,Sidareja,"Sidaredja,Sidareja",-7.4846,108.7923,P,PPLA3,ID,,07,3301,,,30313,,8,Asia/Jakarta,2022-12-31
1627357,Sewon,Sewon,Sewon,-7.87639,110.35889,P,PPL,ID,,10,3402,,,73585,,57,Asia/Jakarta,2022-12-31
1627459,Serpong,Serpong,Serpong,-6.31694,106.66417,P,PPL,ID,,30,,,,80193,,49,Asia/Jakarta,2018-07-04
1627549,Serang,Serang,"Kabupaten Serang,Serang",-6.11528,106.15417,P,PPLA,ID,,33,3673,,,692101,,29,Asia/Jakarta,2022-12-30
1627610,Sepatan,Sepatan,"Sepaitan,Sepatan",-6.11889,106.575,P,PPL,ID,,30,,,,118439,,11,Asia/Jakarta,2012-01-17
1627896,Semarang,Semarang,"Kota Semarang,Kutha Semarang,SRG,Samarang,Semaran'nk,Semarang,Semarangas,Semaranq,cemaran,san bao long,san ma leng,se ma rang,semarangi,seumalang,smarang,smrʼng,sumaran,symarang,symaranj,Σεμαράνγκ,Семаранг,סמראנג,سمارانگ,سيمارانج,سیمارانگ,செமாராங்,เซมารัง,სემარანგი,スマラン,三孖冷,三宝垄,三寶瓏,ꦏꦛꦯꦩꦫ,ꦏꦸꦛꦯꦼꦩꦫꦁ,스마랑",-6.99306,110.42083,P,PPLA,ID,,07,3374,,,1653524,,18,Asia/Jakarta,2026-01-09
1627957,Selong,Selong,"Balli,Selong",-8.6503,116.5318,P,PPLA2,ID,,17,5203,,,92464,,156,Asia/Makassar,2023-02-09
1627969,Selogiri,Selogiri,Selogiri,-7.78333,110.86667,P,PPL,ID,,07,3312,,,30180,,117,Asia/Jakarta,2022-12-31
1628453,Sawangan,Sawangan,Sawangan,-6.40278,106.77444,P,PPL,ID,,30,3276,,,165631,,88,Asia/Jakarta,2022-12-30
1628767,Sangkapura,Sangkapura,"Sangkapoera,Sangkapura",-5.84525,112.65173,P,PPL,ID,,08,3525,,,50612,,28,Asia/Jakarta,2025-09-02
1628858,Sanana,Sanana,"SQN,Sanana",-2.05853,125.97786,P,PPLA2,ID,,29,8203,,,29716,,10,Asia/Jayapura,2023-02-09
1628884,Sampit,Sampit,"SMQ,Sampit,Tanah Hevea",-2.5315,112.9496,P,PPLA2,ID,,13,6202,,,166773,,5,Asia/Pontianak,2023-02-08
1628899,Sampang,Sampang,"Sampand,Sampang",-7.1872,113.2394,P,PPLA2,ID,,08,3527,,,53269,,5,Asia/Jakarta,2022-12-31
1629001,Samarinda,Samarinda,"Batoeng Panggol,Kota Samarinda,Kuta Samarinda,Kutha Samarinda,SRI,Samarinda,Samarynda,camarinta,sa ma rin da,samalinda,samarinda,samarynda,sha ma lin da,Самаринда,Самарында,ساماريندا,ساماریندا,سامارینڈا,சமாரிண்டா,ซามารินดา,サマリンダ,沙馬林達,사마린다",-0.49167,117.14583,P,PPLA,ID,,14,6472,,,831460,,24,Asia/Makassar,2022-12-30
